gene,length
,
AMPD2,15947
,
MTBP,96733
,
CYBB,33443
,
SIX4,14812
,
MAD1L1,417450
,
SLC22A14,36281
,
UGT2B7,61624
,
ACSBG2,57847
,
ST14,50580
,
EXOC6,232662
,
CCDC14,64103
,
DMTF1,43928
,
SAMD3,221110
,
MAP3K6,11777
,
RP11-240B13.2,
,
ATXN7,140307
,
PCNXL4,
,
T,
,
MTM1,104726
,
FPR2,18505
,
ENTHD1,150820
,
UBASH3B,158751
,
ARNT2,193583
,
SMCR8,12763
,
AP2A1,40113
,
TRHR,34980
,
OR5T1,2665
,
PKN1,38814
,
PPP1R12A,161897
,
INTS6,100187
,
MAB21L2,2542
,
PTGS1,25173
,
L3MBTL2,25989
,
MYBL1,52072
,
ACAP2,168299
,
MSH3,222163
,
INVS,202932
,
CCDC13,67497
,
RHOT1,110920
,
TMC4,13142
,
PLEKHG5,52952
,
GPR39,229777
,
RNF165,
,
PAPOLA,65683
,
LINGO1,207873
,
USP5,14484
,
SERPINA5,31676
,
OR14C36,938
,
IPO13,21072
,
AREL1,59680
,
SYTL5,122266
,
ESYT3,47100
,
PCED1B,157059
,
KIF24,76888
,
SP140L,76548
,
LARP1B,161645
,
ANAPC5,91651
,
ZNF449,18617
,
ZFP28,17860
,
TKTL1,34555
,
KIF18A,87537
,
TRAPPC11,54327
,
SYT3,18574
,
KDM7A,92237
,
KIAA0408,20983
,
PNLDC1,20455
,
ZNF317,23027
,
IL9R,15321
,
GRB10,203399
,
MLH1,57670
,
HERC2P2,84243
,
INPP5B,86356
,
NDUFS1,44692
,
XYLT2,17012
,
PLOD2,128586
,
PNLIP,21924
,
6-Sep,
,
EPS8L1,15903
,
APOBR,4321
,
ZNF814,40343
,
MTMR1,72137
,
GPATCH1,49643
,
CYP2B6,27116
,
MX2,47394
,
TOX4,22578
,
TGM7,25984
,
RNF6,90199
,
ERN1,91739
,
IGHV1OR21-1,435
,
SEMA4A,30386
,
CROT,54130
,
IGF2BP3,160282
,
TOP1,95665
,
IPO11,224610
,
NRROS,22310
,
SH2D3C,40393
,
TBC1D5,1287655
,
CNGA1,80704
,
PNMA3,4058
,
PHC2,107472
,
NSMAF,76349
,
CAPN9,54619
,
SAFB,45443
,
RBM5,30102
,
DDX4,79140
,
PADI2,52690
,
RBMS3,1435600
,
PRSS35,13170
,
WFS1,33416
,
CNNM1,64974
,
MSL2,48324
,
C1orf101,
,
SUPT20H,50401
,
RNF19A,79158
,
TMEM168,28046
,
SNX25,165948
,
LRRC15,14494
,
SAMHD1,61664
,
LRRFIP1,186095
,
ARHGAP10,340713
,
DPYSL3,119260
,
MCPH1,241916
,
ZNF311,10531
,
MUC15,13231
,
ZFP37,18382
,
PKD1P6,29322
,
ALS2CL,24709
,
MORC3,65959
,
KIF3C,56151
,
GLP2R,69893
,
ATP6V0A1,63738
,
UBBP4,916
,
ACVR2B,39252
,
BMP2K,140023
,
OR4S2,4527
,
CHERP,24543
,
KRT1,5671
,
GAA,18348
,
SLC38A1,86954
,
GLB1L2,46353
,
EXT1,317336
,
MAPK10,604618
,
MKLN1,386536
,
CSE1L,50714
,
USP20,47130
,
P2RY8,74604
,
PPP6R2,101786
,
CUZD1,14017
,
UNC93A,44845
,
RPS6KA1,45269
,
ANKLE2,36329
,
KAL1,
,
OPHN1,484564
,
ZKSCAN5,30038
,
TGM1,15318
,
IL12RB2,91360
,
INTS7,95158
,
TNIP3,96058
,
HBS1L,142678
,
CLEC4F,11956
,
TGM5,34338
,
HIF1A,52746
,
OR5W2,932
,
HNRNPL,15977
,
ZZZ3,121003
,
CDK14,744166
,
DCST1,17106
,
ERICH6,44086
,
KIAA0825,467753
,
TRIM37,124283
,
HERC4,153402
,
GPRIN2,14922
,
OR10K1,9283
,
TMEM63B,28605
,
EHBP1L1,16604
,
SSTR4,3925
,
EWSR1,32516
,
ZNF285,19310
,
KLF12,448315
,
TBC1D25,22895
,
PACS1,174472
,
MSN,153554
,
DDX20,20770
,
MDH1B,27565
,
CDK18,28197
,
PPP1R10,18199
,
ZNF175,21227
,
ABCB8,19360
,
ACTRT2,1436
,
ASAP3,56074
,
ARHGAP4,27632
,
SEZ6,51539
,
OSBPL7,14431
,
COL9A3,24915
,
MYLK2,15381
,
TMCC1,245919
,
SCYL3,44636
,
KCNC4,72786
,
ST8SIA5,91436
,
PPM1G,28396
,
COG5,362889
,
CAMK4,271233
,
GDF5,21399
,
VLDLR,38874
,
PODN,23449
,
TIMD4,43934
,
OLFML2A,37752
,
AMOTL2,20132
,
WISP1,
,
GJA10,27291
,
AIFM1,41213
,
HAUS6,49763
,
ABI2,119448
,
FOXN3,494278
,
PKLR,12145
,
ZNF737,29984
,
TRIM3,25846
,
CSHL1,1744
,
FBXO34,98709
,
DCAF5,102269
,
RNASEL,15622
,
LDLRAD4,435257
,
F9,32720
,
ZNF439,35024
,
AHI1,215027
,
LONRF3,48311
,
DCBLD2,105754
,
PLD2,16282
,
ITPRIPL2,7697
,
HEATR4,80463
,
GPD2,178445
,
ZNF595,34922
,
SLC44A1,194549
,
CCSER2,189935
,
JPH2,80598
,
FLII,13923
,
TUBB4A,8529
,
AFAP1L1,71778
,
ZNF582,17692
,
NEK11,323615
,
SPPL2C,2186
,
CD180,17186
,
PAX6,33182
,
RSPH6A,19595
,
RAD54B,103155
,
EPS8L3,13947
,
SNAPC4,24609
,
SLC5A2,7858
,
BTN1A1,10122
,
KCND1,10862
,
TESPA1,36747
,
SEC23IP,51950
,
DDX27,24730
,
KIAA0753,62564
,
CFAP221,117819
,
GPR155,55523
,
ZNF600,36865
,
JMJD7-PLA2G4B,20060
,
INTS5,6454
,
SLC7A3,5546
,
GRIN2D,51263
,
RBAK,23666
,
SLC1A2,168858
,
OR8K3,5495
,
ZNF281,5116
,
ANKRD28,192535
,
IDO2,81778
,
BTBD3,35886
,
GPC4,115386
,
ZNF786,21141
,
XPR1,258257
,
DRC1,54791
,
PAX7,118020
,
SH3D19,306614
,
RAD21,28842
,
RXRA,123487
,
ZNF90,49082
,
SPATA13,327269
,
OR2M7,938
,
PIK3R6,64955
,
CYP4A22,12292
,
ZC3H3,103788
,
HOOK1,61536
,
CPA6,324340
,
NPY1R,20870
,
UBQLN2,4241
,
SLC20A2,125451
,
AMER2,10609
,
MMP26,287647
,
HTR2A,65530
,
FTSJ3,10579
,
B4GALNT4,12618
,
PLVAP,25892
,
DHTKD1,54267
,
MVP,27645
,
GBP5,16671
,
TAT,11432
,
CLEC4M,6395
,
PRAME,11660
,
BAAT,31218
,
TLR6,33920
,
MMEL1,42377
,
ZBTB46,88370
,
MTMR12,85993
,
IPO4,8650
,
AFAP1L2,109932
,
NBR1,41208
,
OR4D5,956
,
SLC22A16,51954
,
BBS7,46158
,
PI15,30495
,
C6orf222,
,
ZNF559,27390
,
ZNF763,15580
,
CEBPZ,29984
,
DENND1B,270948
,
PXN,55332
,
KPNB1,36029
,
IDE,122412
,
DCLRE1A,19658
,
USP4,63568
,
RNF145,52644
,
ENGASE,13775
,
SLC44A2,42100
,
HTR4,231193
,
ZNF629,8749
,
OR6N1,24381
,
SERPINA4,8471
,
KLHL40,7007
,
ICE2,59551
,
AFM,22256
,
HSPA8,5741
,
ZNF556,16110
,
CC2D2B,126142
,
TRIM22,47479
,
SLC22A3,104199
,
PI4KB,35918
,
OR6T1,971
,
EIF2AK1,36928
,
LILRA5,6096
,
FPR3,31033
,
SNRK,138252
,
KYNU,178176
,
SOCS5,81293
,
SDPR,
,
ZNF385B,419630
,
OR8H1,3792
,
SPATA5,
,
L3MBTL3,127750
,
TSKS,23553
,
GALNT2,224132
,
PLA2G4F,17602
,
TTC7A,160268
,
KRT37,4038
,
TFEC,224748
,
ZPLD1,380597
,
FUK,
,
BAG6,13677
,
APPL1,50379
,
REXO1,33235
,
ZNF300,10591
,
TUB,86999
,
RAPGEF5,238918
,
HAPLN1,83050
,
REG3A,2750
,
ZSWIM5,289810
,
C6orf165,
,
GALNT6,41620
,
ZNF354C,23604
,
DDX54,28306
,
NBN,78713
,
IL12RB1,39949
,
TRAK2,74293
,
SLC13A4,48027
,
VGLL3,114761
,
ZC3H12C,78449
,
AGTR2,4230
,
TOP3A,43579
,
NPHP1,82755
,
ZNF429,59588
,
GPR101,10066
,
HTR7,117216
,
PPM1B,76415
,
POLN,170203
,
KRT3,6432
,
SMEK2,
,
CCDC181,65799
,
TAGAP,61355
,
TGFBR1,50154
,
CFI,71142
,
CYP7A1,9985
,
HCFC2,41993
,
MC3R,1083
,
ZNF214,23261
,
MUC19,177437
,
PTBP2,102073
,
TSSK1B,2436
,
LTBP3,20371
,
ADD3,139197
,
GTDC1,394500
,
DNA2,58057
,
RP11-385D13.1,
,
TMCO3,63569
,
MAP7,208538
,
GPNMB,39141
,
RAP1GAP2,282036
,
OR51E2,17683
,
MAGEA11,29040
,
PLA2G4C,62974
,
ZNF816,13532
,
PFKL,27325
,
CXADRP3,1099
,
AKAP17A,10916
,
ZNF483,52685
,
USP37,118100
,
SLC2A13,351064
,
CCDC62,53002
,
FAM83G,35975
,
SLC6A6,86773
,
SEMA6C,14946
,
ECT2,70792
,
FRMD4B,373801
,
GCC1,12983
,
ACSL5,54263
,
CLCNKA,15175
,
AGO4,49874
,
PGLYRP2,30311
,
HCK,49659
,
UBE4A,39611
,
FAM90A1,6358
,
EPS15,165065
,
DNAI1,63574
,
DDX18,17686
,
SERPINA10,12808
,
OSBPL5,79632
,
STK33,202421
,
R3HDM2,177281
,
ECE1,128325
,
NWD2,204720
,
SATL1,151627
,
WDR70,374150
,
TMEM117,553795
,
ALG10,7226
,
LRRC43,35733
,
KLHL38,9359
,
ZNF770,9946
,
ANKS6,65636
,
ZNF732,34799
,
HLA-B,13195
,
GART,39560
,
PRR23B,1895
,
KLHL32,216134
,
PPP3CA,324869
,
COL9A2,17324
,
ZFP57,8672
,
SLC25A13,201927
,
TRIM46,11184
,
SIGLEC7,11227
,
KCNJ4,28872
,
SSX2IP,47097
,
GCK,54957
,
DSTYK,69197
,
CDC5L,62719
,
SLC6A18,20808
,
AARS,
,
EPB41,232955
,
PTPN11,91567
,
PRAMEF1,5231
,
PRPF40B,76448
,
SLC35F4,418274
,
AMY2A,8353
,
FAAH2,202487
,
TBXAS1,243274
,
RARB,910045
,
OR10J1,5233
,
OR4C12,1062
,
RBSN,29094
,
SLC22A12,11712
,
CCDC67,
,
CD1B,3580
,
MASP2,25230
,
CCR5,5260
,
STRC,19237
,
ALAS2,21922
,
CSNK1A1L,2405
,
SYNDIG1,196987
,
EGR2,7171
,
PPEF1,152012
,
PHACTR2,294340
,
ZNF420,122511
,
SP3,84523
,
MAN2C1,13405
,
KCNJ8,10645
,
GRHL1,50584
,
OLFM4,23244
,
FSD2,50708
,
PSG10P,11262
,
RECQL4,6557
,
RBMXL2,2150
,
ELMO2,66935
,
STPG2,959383
,
GLTSCR1,
,
F11,23492
,
HSPA6,2354
,
C14orf39,119074
,
MAP3K14,53910
,
ZNF304,8627
,
SLC6A9,39967
,
PKNOX2,268702
,
SIGLEC11,12187
,
SLC25A51P1,870
,
BTN3A2,13161
,
ZNF234,18759
,
TARS,
,
ADGRE5,28224
,
PLCD4,29329
,
ZNF41,38044
,
ALOX15B,10100
,
PCDHGC3,37030
,
N4BP1,81422
,
ZNF662,13192
,
COPG1,28167
,
NOP56,5800
,
DIEXF,
,
ECM2,43101
,
CLOCK,119006
,
EPS8,262195
,
OVGP1,13416
,
APLNR,3673
,
SIK2,128406
,
TOP3B,25788
,
OR8I2,932
,
SENP5,66858
,
CTTN,38180
,
SCLT1,228679
,
OR6K6,1171
,
C3orf30,
,
PJA1,4670
,
VPS41,209420
,
LMBRD2,53480
,
CCKAR,9088
,
ZNF675,161589
,
CRNKL1,21678
,
SLC5A4,36883
,
CASD1,47800
,
POT1,107597
,
EDAR,94901
,
DDX17,24222
,
KIR2DL4,10907
,
FOXA1,6507
,
MYBL2,49476
,
SAMD4A,227198
,
NEUROD1,12532
,
RPS6KA5,212780
,
CXorf23,
,
GUCY2D,17727
,
PSMD2,9852
,
KIF5B,47410
,
NOX1,31035
,
HLCS,241610
,
RGPD8,66119
,
MBNL1,221952
,
VPS16,26029
,
NEFL,5766
,
C1orf112,
,
GPR63,43352
,
FGD4,246492
,
CASKIN2,15276
,
CAPN5,59194
,
IGSF11,245511
,
SLC6A20,41125
,
TEAD1,270316
,
ERAP2,43717
,
VSTM4,101286
,
ACCSL,11996
,
ABCG5,26393
,
ACAD11,101944
,
ACSL1,71223
,
DPY19L3,80352
,
ZSCAN2,26810
,
TTC27,193019
,
MICAL1,21906
,
CPXCR1,7560
,
OR10Q1,1036
,
FLRT1,83242
,
CRISPLD1,50053
,
OR5R1,
,
GREB1L,283880
,
WDHD1,88156
,
MED15,91719
,
OR14A16,9459
,
TMCC2,57686
,
PAPOLG,45833
,
OR5J2,938
,
OR51S1,971
,
FAM188B,
,
APBB2,406687
,
CCDC66,64676
,
NOP14,25473
,
PYGL,86592
,
FAM120B,116364
,
OR6K3,4393
,
NVL,102855
,
LIN9,78720
,
ORC1,31594
,
RABEP1,104075
,
ZNF484,34867
,
FHAD1,163762
,
PRAMEF18,3459
,
KIAA1467,
,
FAM65A,
,
ZSCAN10,10405
,
OR2T34,956
,
OR4P4,5196
,
SLC22A7,9844
,
COPB1,56587
,
EIF5AL1,3907
,
GPR174,30630
,
BDKRB2,39487
,
FERMT1,48369
,
OR9G1,4789
,
ABCB7,105684
,
COPB2,35790
,
ERAP1,47290
,
CCNA1,11350
,
DHX32,60099
,
CD1D,8397
,
WDR47,71899
,
PLAGL2,15239
,
AKAP1,36254
,
CHST8,151556
,
PPP2R3B,53022
,
NEUROD6,3261
,
ZNF442,19961
,
ACVRL1,16453
,
NCAPG,33886
,
PLK4,18331
,
GTF2I,110461
,
DIS3L,40681
,
KBTBD7,4735
,
LCA5,52467
,
ACO1,70166
,
OR13G1,8927
,
FCHO2,134481
,
GK,78103
,
SPOCK1,623081
,
9-Sep,
,
DPYSL2,144147
,
FAM161A,29295
,
USPL1,43077
,
NFX1,80645
,
ECEL1,8007
,
CDAN1,13584
,
ALDH1A2,544442
,
ZNF23,15498
,
CR1L,93303
,
AKT2,55219
,
TGFBI,34830
,
CHRDL1,121963
,
PTGS2,9131
,
FRK,129742
,
EEF2K,82460
,
SHANK3,58804
,
MICALCL,
,
SERPINB2,32196
,
CALCOCO1,19228
,
CCNL2,13624
,
SAMSN1,173593
,
YTHDF1,20710
,
PLS1,117271
,
WASF3,131265
,
ZNF248,81580
,
CDC27,71719
,
PRKAG2,321090
,
OR10S1,1120
,
GPR142,5142
,
KCNG4,21355
,
ELF3,9238
,
DPCR1,
,
HNRNPU,23922
,
CYP3A7,30160
,
OTOP2,10962
,
GSDMC,38428
,
PDGFD,257190
,
TOX3,111385
,
SLC9A7P1,2238
,
NAT10,42053
,
CACNG7,34672
,
PRAMEF19,3516
,
TLE3,50386
,
POTEA,71035
,
GSAP,105598
,
KLHL34,3640
,
MAGEB3,6838
,
PLA2G6,103283
,
SYK,96762
,
SLC44A4,15854
,
NUFIP2,38309
,
HYAL4,48498
,
ZNF709,52670
,
STIM2,167780
,
MID2,105882
,
FGD3,88713
,
SP110,60543
,
CCDC30,193969
,
S1PR3,14292
,
TANGO6,241651
,
NOM1,23464
,
CMTR2,8326
,
CCDC186,53370
,
DDC,106969
,
AP5Z1,18782
,
ENC1,14018
,
C1orf87,86501
,
NKRF,18106
,
LRTM1,48857
,
SYNCRIP,36284
,
GBP1,13478
,
IWS1,90679
,
DAG1,66905
,
C10orf2,
,
SEMA3F,34030
,
SLC16A7,193826
,
IL5RA,60289
,
IKZF3,106597
,
LOXL3,23432
,
WAC,90619
,
ADAM9,108691
,
PSG11,18818
,
GLRB,95965
,
ZDHHC8,18551
,
CMKLR1,51273
,
TRIB2,25824
,
CPNE8,260608
,
DDX39B,12229
,
ZNF44,70197
,
ANKH,166978
,
RASGRP1,77472
,
RDX,432417
,
GZF1,10880
,
REG1P,
,
RTF1,75155
,
KRT71,9236
,
PLXDC1,91081
,
PNMA5,5292
,
GPRIN1,14354
,
NOBOX,12987
,
ZNRF4,1439
,
EXO1,47181
,
MMP3,7808
,
ANGPT4,46434
,
PAX2,94548
,
FOXK1,89147
,
COCH,20551
,
SPRED2,121786
,
CCP110,29597
,
ALDH1L2,87859
,
TRIM49,10920
,
ATG9A,10337
,
TTC30A,
,
ACKR1,1625
,
PACS2,97584
,
INCENP,31476
,
GPI,42933
,
PARPBP,77337
,
CDC14A,194648
,
TRIM6,16849
,
MAGEA6,3580
,
SF1,14180
,
TMPRSS3,24204
,
KIAA1211L,
,
TBCK,275084
,
EXOSC10,33251
,
SDCCAG8,244057
,
GTSE1,33940
,
XKR7,35236
,
ZNF549,30217
,
NF2,95045
,
KIAA1524,
,
PDYN,15528
,
USP10,79936
,
PRDM11,139304
,
FASTKD2,30832
,
ABCB6,9222
,
KDM1B,68525
,
ETV6,245703
,
SEC23A,77727
,
FOXJ3,159338
,
TDRD3,177421
,
HS6ST2,335380
,
SLC17A2,17937
,
LMLN,83520
,
RAG2,22705
,
TTC6,445813
,
OR8J1,7220
,
COG4,42992
,
GRIN1,30410
,
RASA2,128317
,
SMO,24912
,
ZFP91,42487
,
KIAA0907,
,
RFX3,307707
,
RMDN2,143955
,
INO80D,92582
,
KRT25,7310
,
ETV5,64004
,
TM9SF4,57544
,
SLCO4A1,43282
,
UGT8,79818
,
CLCNKB,17059
,
EXOC3,28762
,
PRMT8,212624
,
PMS1,93544
,
CREM,86167
,
ZFYVE1,57680
,
FLAD1,9773
,
GLYATL1,138129
,
ZNF527,22005
,
LIAS,26105
,
OR2AK2,1153
,
METTL13,32363
,
DDX23,23086
,
CHRNA1,40343
,
UFL1,33681
,
P3H1,20749
,
AOC2,6127
,
TGIF2LX,975
,
FRMD3,295556
,
ACKR3,14567
,
CD300LD,12918
,
VSTM2A,28755
,
DDX24,32915
,
GBP4,17798
,
ZCCHC12,3144
,
ADAM15,12209
,
BTN2A1,18717
,
OR11H12,980
,
C9orf3,
,
RP1-274L7.1,
,
ZNF624,33122
,
NUP93,120168
,
VPS54,127282
,
BPIFC,50639
,
RFWD2,
,
TAF5L,32988
,
LRP8,86105
,
CMIP,266954
,
CCND2,35582
,
KIF18B,23064
,
VMP1,135063
,
TLE2,49996
,
TXNDC16,123075
,
SPHK2,11426
,
PIDD1,10574
,
KCNV2,12527
,
ADGRF2,
,
GPRC5C,26802
,
CSTF3,85183
,
FBXL18,82474
,
DCST2,15261
,
EHHADH,91366
,
MGAT5,334638
,
MOGS,4353
,
WDR3,36823
,
SENP1,66295
,
NFIA,597529
,
THNSL1,10052
,
NFE2L1,13216
,
MAGEB2,4526
,
EML2,38608
,
EXOC6B,650057
,
SLC7A8,58379
,
RBMX,32760
,
TCTE1,18964
,
MEGF11,358677
,
AGGF1,35983
,
KRI1,12946
,
EIF2B5,11089
,
HSP90B1,23824
,
TBX2,9623
,
IFT88,124306
,
FOXO4,7684
,
CHRNB4,103643
,
CNOT2,111991
,
ANKRD52,20577
,
FBF1,31566
,
CFHR3,20594
,
GOLIM4,87235
,
DPP9,50332
,
ALDH1A3,54702
,
HRG,18018
,
ZFP2,37314
,
DDX43,22738
,
CMTR1,49608
,
RASSF2,43585
,
LRCH4,12118
,
NBPF1,51243
,
MCM5,25297
,
EPB41L5,166042
,
AFTPH,68706
,
PHTF1,62658
,
ZC4H2,118911
,
GRK7,55944
,
HAL,23703
,
GATAD2A,123106
,
MLXIP,68588
,
NEK9,47991
,
MAML1,44461
,
CEP63,102090
,
TFRC,69642
,
NAA16,65763
,
PSMD1,116271
,
LCP1,85951
,
HMGCR,27672
,
HOXB3,56042
,
CRNN,5020
,
ZNF287,22250
,
SHKBP1,14546
,
TTLL2,34432
,
MAP6,82120
,
LRRIQ4,24903
,
GALNTL5,63550
,
LGI2,32099
,
MSL3,17613
,
BDNF,67165
,
POLRMT,16316
,
STK11,50873
,
MAP3K7,73513
,
SLC22A25,85162
,
CES1,30486
,
HMMR,31738
,
CHST9,278827
,
CEP89,96066
,
KCNJ15,151808
,
MAN1A2,161423
,
AGAP7P,21737
,
AJAP1,137925
,
EMILIN1,7788
,
MAGEA1,4596
,
CHIA,29715
,
ZNF14,22640
,
BRAT1,17884
,
RHOBTB2,33092
,
BBS12,12240
,
SEMA3G,12068
,
BPI,77364
,
OR10H1,11115
,
E2F3,91835
,
TFE3,14684
,
FAM129C,
,
TLR1,69262
,
KIAA1958,182570
,
PPFIBP2,143829
,
ZNF33B,64385
,
TUT1,16592
,
SVOPL,107077
,
WDR93,52827
,
MAGEA10,5268
,
FAM217B,14916
,
ST7,276938
,
SHC4,140178
,
PDE1B,29638
,
FAM198B,
,
SLC16A2,112424
,
IRX6,6553
,
STC1,12877
,
C19orf44,24958
,
PTPN12,102774
,
CAGE1,63086
,
HNF1B,58628
,
FGF14,691653
,
PCOLCE2,73284
,
CCDC57,111418
,
SLC22A6,48582
,
ZNF182,29138
,
MFRP,7763
,
TNFRSF8,80904
,
SEL1L,62306
,
RNF103,20468
,
ME1,220649
,
NXPE4,25195
,
LRRC36,58406
,
C2CD2,68906
,
CHRNB2,12235
,
ZFR2,65014
,
VNN3,
,
SOX4,4868
,
ZNF329,28862
,
ZNF251,35510
,
GC,62345
,
CAPN1,31440
,
MPHOSPH8,39782
,
CHSY1,76321
,
MTHFD1L,236208
,
FCAR,17185
,
DPP8,75241
,
KCNK13,123859
,
PRSS58,5915
,
TTC16,15511
,
NCAPH,41325
,
PDLIM5,216370
,
NFKB1,115972
,
TBC1D2,56638
,
YTHDF3,44233
,
PPP1R13L,26711
,
PPAN-P2RY11,8557
,
TRIM23,36285
,
ZNF7,19991
,
RHBDF2,30899
,
CBFA2T2,159961
,
LILRP2,4630
,
TSR1,14261
,
MARK3,118454
,
B4GALNT2,44380
,
TAS1R1,24448
,
LRCH1,199872
,
ZNF280A,6534
,
EXT2,156314
,
PRKCH,363421
,
AIFM3,16252
,
EMC1,35892
,
HSP90AA1,58957
,
TBR1,9573
,
KRT17,5400
,
CCBE1,266723
,
CNTROB,17819
,
ACTC1,5482
,
TARS2,20188
,
MAP2K7,10635
,
TAS2R38,1142
,
PTGFR,236817
,
FZD6,34433
,
CEP131,33406
,
ACOXL,386009
,
KRT34,4637
,
HSPA4L,58912
,
PHACTR4,130782
,
PRKACB,160436
,
STS,657121
,
HCLS1,29528
,
GNAZ,54513
,
DVL3,18237
,
SRSF11,47370
,
CYP4Z1,51087
,
DNAAF1,33480
,
TUSC3,349434
,
MAGEA3,3580
,
CHAMP1,23144
,
ACAP1,14948
,
MEPE,25416
,
TRPC4AP,90403
,
TMC6,25010
,
ATG7,285356
,
F10,26730
,
KLKB1,32033
,
FASTKD1,45367
,
DRD1,4146
,
GFRA2,121959
,
HSD17B4,184734
,
NCDN,9801
,
ACE2,112670
,
MRGPRX3,17533
,
TP73,83685
,
OR5M1,5638
,
MCOLN1,11385
,
RORC,25774
,
NPTX2,12584
,
ZNF652,73267
,
PADI1,40879
,
CHPF2,8496
,
CDR1,788
,
C3AR1,9515
,
CYP2E1,40814
,
MMP13,12737
,
MFN1,47227
,
LMAN1L,13041
,
SLC2A10,26698
,
ANKRD32,
,
SAMD7,27603
,
PRKRIR,
,
LIN28B,146716
,
MARK4,225996
,
CPT1B,9604
,
FGF12,628374
,
ZNF324B,6222
,
SLC11A1,14865
,
DDIAS,58302
,
VILL,19129
,
OR51G1,965
,
TTC12,68965
,
PRF1,5411
,
CD4,33941
,
BTN3A1,12979
,
KRIT1,48668
,
BAHD1,28515
,
BCAR1,39872
,
AP2B1,148367
,
SLMAP,174553
,
POU2F2,110475
,
GANC,80465
,
CRACR2A,158186
,
CHST2,4243
,
MPP2,34354
,
SLC7A1,86274
,
NCSTN,15658
,
ANKRD20A9P,55249
,
ZBTB39,7710
,
NOS1AP,300784
,
GIMAP1,7678
,
RNF10,44108
,
FSCN3,10735
,
IL3RA,46073
,
ARSJ,79443
,
LAMP2,43217
,
ZSWIM3,21508
,
SHCBP1L,53660
,
ZNF491,11955
,
AC090825.1,
,
GSTM5,63648
,
ZNF81,165659
,
ACOX3,74441
,
TMCO4,117705
,
ITIH3,14031
,
ZBP1,16730
,
RFTN2,107821
,
BEND7,90530
,
ANKRD24,42125
,
ZFP14,44748
,
SLC13A5,28658
,
RAI2,61288
,
SIRPG,28627
,
PCYT1B,114590
,
BIN2,43630
,
IL6ST,59927
,
IQCG,71065
,
OR5H6,2104
,
HEXA,35496
,
SERPINB7,52441
,
LPCAT1,67802
,
TNFRSF11B,28328
,
STAU2,327339
,
SUSD2,7619
,
BARD1,84037
,
MOCOS,84660
,
CPN2,11560
,
WDR26,51887
,
STRA6,32801
,
TNS4,25795
,
GIF,
,
PTGIS,64263
,
TMEM236,48667
,
ZNF224,15525
,
HOOK2,109737
,
MAK,75830
,
HJURP,21150
,
OR52A5,9580
,
NMNAT2,170143
,
ABCF1,25786
,
TCEB3,
,
PIP5K1C,70285
,
IQCE,55761
,
LONP1,28738
,
SNX18,28827
,
ST8SIA6,139174
,
ALOXE3,23147
,
TRIM56,12486
,
VPS52,21775
,
FIG4,187489
,
ATP1B4,21164
,
SECISBP2,41163
,
FCRL6,15746
,
MYF6,1840
,
RNF182,55864
,
ZNF75D,95519
,
KIR3DX1,10930
,
LAS1L,96261
,
BCO1,52453
,
TIGD7,6921
,
POLR3E,37726
,
C15orf52,
,
TCL6,58919
,
RASSF9,35706
,
WDTC1,74004
,
OR13C8,962
,
PABPC1P2,1804
,
XRRA1,141461
,
NAALADL1,13735
,
ZNF790,33359
,
SEMA4C,11039
,
MOXD1,105420
,
PPP1R21,74793
,
EVI5L,34758
,
KLHL3,118589
,
PKP1,49541
,
KLHL22,54325
,
DDX58,
,
STAT6,36731
,
CHEK2P2,8062
,
SRPK2,288604
,
CHD1L,53111
,
LPPR5,
,
CHST12,44896
,
FOXD4L5,3108
,
ASIC5,36548
,
OR10G4,5735
,
CYP1A1,5994
,
ADAM17,68246
,
7-Mar,
,
GDF6,18473
,
PGBD2,13750
,
MMRN2,33941
,
C1orf106,
,
NXPH1,319352
,
ZNF215,74600
,
SPAG1,101372
,
MGEA5,
,
ASB5,63898
,
PATZ1,20542
,
RGL2,7288
,
IRGC,3945
,
DDX53,3629
,
PLA2G4D,27553
,
VWA7,11738
,
RGL3,34987
,
NBPF9,51375
,
ATMIN,11508
,
LONP2,118822
,
CCNT2,41107
,
PDE8A,158705
,
C7orf60,
,
OR51A4,4774
,
MC5R,3174
,
EHD2,29712
,
ZSCAN4,10217
,
PSIP1,46929
,
RFTN1,200452
,
STXBP2,11101
,
PTPN9,116064
,
PTGER4,13820
,
OR5H1,7827
,
MTHFD1,75426
,
ZMYM5,40167
,
KCNK1,58408
,
MST1P2,4667
,
OR5M3,4078
,
GLIS1,232927
,
DBF4B,43656
,
NONO,46708
,
BRF1,106303
,
BLK,77705
,
ADCK3,
,
KBTBD6,5233
,
ZNF630,88302
,
PNMAL2,
,
GDI1,6554
,
RAB6C,3072
,
ZNF654,85405
,
ZNF695,62546
,
CYP4F22,43792
,
FUT4,5974
,
HAS1,10879
,
C17orf47,
,
ALLC,44471
,
GPR45,1724
,
DNAJC14,9864
,
STAT2,18606
,
ELL2,76753
,
DDX47,16665
,
SLC2A2,30396
,
AKR1D1,115981
,
ANGPT2,63777
,
SCNN1B,103063
,
TMPRSS11B,19041
,
CDC73,132832
,
GPR161,58125
,
SOHLH2,46371
,
EFHC1,167763
,
RSPO2,184326
,
GALNT7,155156
,
DVL2,9175
,
SNX14,89380
,
MSLNL,12626
,
INPP5J,11966
,
SGMS1,319577
,
VPS33A,36938
,
RASGRP4,17254
,
OR9G4,7474
,
